Country,City,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,Latitude,Longitude,cluster
Malaysia,Tangkak,107.0,2.0,17.0,2.5,107,2.25,102.5833333,2
Malaysia,Gua Musang,67.0,2.0,2.0,2.0,67,4.8792724,101.9652332,2
Indonesia,Sidareja,136.25,3.5,7.0,2.5,135,-7.4863529,108.8075095,2
Malaysia,Bemban,101.0,2.0,17.0,2.5,101,2.2660985,102.3767641,2
Indonesia,Boyolali,136.25,3.5,2.0,2.5,135,-7.387211799999999,110.70386905900187,2
Indonesia,Bandung,136.25,3.5,6.0,2.5,135,-6.9215529,107.6110212,2
Indonesia,Seyegan,136.25,3.5,12.0,2.5,135,-7.731004,110.29843820382959,2
Indonesia,Leuwiliang,136.25,3.5,8.0,2.5,135,-6.5745161,106.6343847,2
Indonesia,Grogol,136.25,3.5,7.0,2.5,135,-6.162071,106.7888748,2
Malaysia,Taiping,131.0,3.0,24.0,2.5,131,4.8546772,100.7438831,2
Indonesia,Soreang,136.25,3.5,5.0,2.5,135,-7.0268685,107.5167964,2
Philippines,Mawab,89.0,2.0,4.0,2.5,89,7.5076424,125.9207138,2
Thailand,Phrae,62.0,0.0,24.0,0.0,62,18.2930601,100.0886757,0
Myanmar,Syriam,62.0,0.0,23.0,0.0,62,16.7648126,96.2509473,0
Philippines,Calintaan,32.0,0.0,25.0,0.0,32,10.2716813,125.2461576,0
Indonesia,Rajapolah,58.0,1.0,35.0,0.0,58,-7.2417512,108.1844423,0
Thailand,Bang Sao Thong,59.0,1.0,20.0,1.0,59,13.6002751,100.8200739,0
Indonesia,Kuningan,56.0,1.0,31.0,0.0,56,-6.9629141,110.4157734,0
Thailand,Long,26.0,0.0,20.0,0.0,26,18.07478,99.8294612,0
Philippines,Cotabato,37.0,1.0,22.0,1.0,37,7.27,124.86,0
Thailand,Phichit,26.0,0.0,23.0,0.0,26,16.4551073,100.1924695,0
Indonesia,Amuntai,45.0,1.0,15.0,0.0,45,-2.4196178,115.2539707,0
Thailand,Tha Maka,33.0,0.0,22.0,0.0,33,13.9147738,99.768949,0
Philippines,Bais,83.0,1.0,14.0,0.0,83,9.5914759,123.121303,0
Indonesia,Mentok,50.0,1.0,30.0,0.0,50,0.9093,123.1922,0
Cambodia,Kampong Thum,44.0,1.0,21.0,0.0,44,12.0263549,105.51318051739632,0
Indonesia,Rantepao,14.0,0.0,14.0,0.0,14,-2.9704575,119.8987167,0
Myanmar,Henzada,50.0,0.0,23.0,0.0,50,17.6457472,95.4609517,0
Thailand,Chon Daen,34.0,0.0,24.0,0.0,34,16.1877761,100.8566287,0
Thailand,Lampang,34.0,0.0,23.0,1.0,34,18.6799728,99.7332501,0
Indonesia,Sumenep,51.0,1.0,35.0,0.0,51,-7.006745,113.8598666,0
Thailand,Kaeng Khlo,39.0,1.0,28.0,0.0,39,13.70317105,100.52172794561073,0
Indonesia,Karanganyar,72.0,1.0,35.0,0.0,72,-6.9732645,110.3332418,0
Philippines,Quisao,54.0,1.0,23.0,1.0,54,14.4357299,121.3353245,0
Indonesia,Kasihan,57.0,1.0,33.0,0.0,57,-7.81472015,110.33358617722354,0
Malaysia,Kuala Selangor,52.0,1.0,40.0,1.0,52,3.3621022,101.3455503,0
Indonesia,Teluk Nibung,64.0,2.0,32.0,0.0,64,0.4504666,103.4336208,0
Indonesia,Srandakan,42.0,1.0,24.0,0.0,42,-7.9599802,110.24073754303028,0
Myanmar,Yenangyaung,42.0,1.0,31.0,0.0,42,20.4608216,94.872961,0
Cambodia,Lumphat,48.0,1.0,24.0,0.0,48,13.4998503,106.9736284,0
Malaysia,Yong Peng,64.0,1.0,37.0,0.0,64,2.0131679,103.0570724,0
Philippines,Maluso,26.0,0.0,15.0,0.0,26,6.5460893,121.8712404,0
Malaysia,Sabak,51.0,1.0,43.0,1.0,51,6.1731165,102.3196956,0
Myanmar,Monywa,26.0,0.0,26.0,0.0,21,22.21360045,95.3422251118846,0
Indonesia,Depok,60.0,1.0,33.0,0.0,60,-6.40719,106.8158371,0
Philippines,Buluan,38.0,0.0,20.0,0.0,38,6.7166195,124.7865943,0
Myanmar,Kayan,56.0,0.0,24.0,0.0,56,16.905556,96.563056,0
Thailand,Pa Daet,28.0,0.0,26.0,0.0,28,19.4993982,99.9929974,0
Myanmar,Rangoon,38.0,0.0,24.0,0.0,38,16.7967129,96.1609916,0
Indonesia,Kediri,51.0,1.0,30.0,0.0,51,-7.8111057,112.0046051,0
Thailand,Hua Hin,29.0,0.0,18.0,0.0,29,12.5646241,99.9551707,0
Indonesia,Selogiri,46.0,1.0,26.0,0.0,46,-7.7798988,110.8918628,0
Indonesia,Sinjai,20.0,1.0,20.0,0.0,16,-5.2006665000000005,120.14418652445201,0
Indonesia,Luwuk,18.0,0.0,18.0,0.0,9,-0.9528231,122.7880198,0
Philippines,Liliw,49.0,1.0,26.0,1.0,49,14.1303236,121.4358499,0
Myanmar,Magway,23.0,0.0,23.0,0.0,18,20.2747958,94.7362245,0
Philippines,Lupao,73.0,1.0,23.0,2.0,73,15.8770143,120.8995214,0
Thailand,Mae Sot,18.0,0.0,18.0,0.0,16,16.714992,98.5695528,0
Malaysia,Pasir Mas,65.0,2.0,36.0,0.0,65,6.0416128,102.1429248,0
Indonesia,Ngemplak,63.0,1.0,35.0,0.0,63,-7.5258089,110.7965586,0
Philippines,Midsayap,54.0,1.0,25.0,0.0,54,7.1900605,124.5333614,0
Philippines,Alaminos,42.0,0.0,25.0,1.0,42,16.1553857,119.9792201,0
Thailand,Pathum Thani,63.0,1.0,26.0,1.0,63,14.048667,100.5640405,0
Thailand,Tha Muang,41.0,0.0,19.0,0.0,41,16.1137134,103.8728883,0
Indonesia,Pontianak,44.0,1.0,15.0,0.0,44,-0.0226903,109.3447488,0
Thailand,Khanu Woralaksaburi,46.0,0.0,20.0,0.0,46,16.0678644,99.8615515,0
Philippines,Pulilan,63.0,1.0,23.0,1.0,63,14.9022688,120.8487904,0
Thailand,Sam Phran,55.0,1.0,24.0,0.0,55,13.7258154,100.2138628,0
Thailand,Phayakkhaphum Phisai,43.0,0.0,28.0,0.0,43,15.5154777,103.1948473,0
Philippines,Polomolok,41.0,1.0,17.0,0.0,41,6.2202374,125.0628101,0
Thailand,Nong Khai,49.0,0.0,26.0,0.0,49,17.8825057,102.7482277,0
Indonesia,Jogonalan,59.0,1.0,28.0,1.0,59,-7.8291024,110.3510395,0
Thailand,Kranuan,42.0,0.0,28.0,0.0,42,16.7069169,103.0807347,0
Thailand,Lat Yao,20.0,0.0,20.0,0.0,17,15.7515633,99.7899048,0
Philippines,Longos,52.0,1.0,25.0,1.0,52,15.9857192,120.3542029,0
Philippines,Lutayan,53.0,1.0,24.0,0.0,53,6.5597164,124.8581111,0
Philippines,Makati,63.0,1.0,23.0,1.0,63,14.5567949,121.0211226,0
Indonesia,Klaten,48.0,1.0,27.0,0.0,48,-7.7124777,110.60305,0
Philippines,Magsaysay,57.0,1.0,23.0,0.0,57,9.036141,125.1434372659738,0
Indonesia,Tondano,29.0,0.0,15.0,0.0,29,1.3012112,124.9108982,0
Malaysia,Ranau,41.0,1.0,27.0,0.0,41,5.9511437,116.6662881,0
Malaysia,Raub,74.0,1.0,35.0,0.0,74,3.7912608,101.8534912,0
Philippines,Roxas,45.0,1.0,27.0,0.0,45,11.5895171,122.7500577,0
Thailand,Sa Kaeo,46.0,0.0,29.0,0.0,46,13.7686129,102.1345352,0
Philippines,Sagay,53.0,1.0,27.0,0.0,53,10.8960681,123.4154617,0
Philippines,Samal,61.0,1.0,16.0,0.0,61,7.0780265,125.7120437,0
Philippines,San Simon,54.0,1.0,27.0,0.0,54,14.9954506,120.7791636,0
Malaysia,Kuala Krai,64.0,1.0,27.0,0.0,64,5.4246182,102.1522508,0
Indonesia,Karangasem,44.0,1.0,26.0,0.0,44,-8.35863175,115.54725814473419,0
Cambodia,Kampong Chhnang,21.0,0.0,16.0,0.0,21,12.1382025,104.3354098,0
Indonesia,Garut,69.0,1.0,33.0,1.0,69,-7.2162543,107.9014912,0
Thailand,Takhli,27.0,0.0,23.0,0.0,27,15.2615395,100.3497755,0
Philippines,Teresa,65.0,1.0,25.0,2.0,65,14.5588946,121.2079458,0
Thailand,Bo Rai,40.0,1.0,15.0,1.0,40,12.5763363,102.5388043,0
Philippines,Buluangan,73.0,1.0,27.0,2.0,73,10.5572719,122.5477225,0
Indonesia,Dumai,70.0,2.0,16.0,0.0,70,1.6631967,101.4470369,0
Philippines,Manukan,36.0,1.0,21.0,0.0,36,8.5157792,123.0942844,0
Indonesia,Sampang,53.0,1.0,20.0,0.0,53,-7.05781575,113.25405409767842,0
Thailand,Sawang Daen Din,49.0,1.0,29.0,0.0,49,17.4763083,103.4586668,0
Indonesia,Sigli,40.0,1.0,35.0,0.0,40,5.3813126,95.957932,0
Indonesia,Situbondo,51.0,1.0,32.0,0.0,51,-7.7067843,114.0054142,0
Malaysia,Pekan,63.0,1.0,35.0,0.0,63,3.3781961,103.2096122,0
Thailand,Nakhon Pathom,35.0,0.0,24.0,0.0,35,13.8918425,100.0165659,0
Myanmar,Mawlaik,19.0,1.0,19.0,0.0,11,23.633333,94.416667,0
Thailand,Phitsanulok,51.0,0.0,24.0,0.0,51,16.9779975,100.3848239,0
Indonesia,Nabire,24.0,1.0,7.0,0.0,24,-3.360285,135.5023653,0
Myanmar,Pyapon,32.0,1.0,29.0,0.0,32,16.2890879,95.6800743,0
Thailand,Maha Sarakham,58.0,0.0,28.0,0.0,58,16.1880948,103.2987346,0
Malaysia,Kuala Pilah,64.0,1.0,38.0,1.0,64,2.7430758,102.2154881,0
Thailand,Kamphaeng Phet,136.25,1.0,25.0,0.0,135,16.4183581,99.6111616,0
Indonesia,Kanigoro,38.0,1.0,24.0,0.0,38,-8.1302582,112.2196146,0
Thailand,Kalasin,43.0,1.0,28.0,0.0,43,16.5912597,103.6525467,0
Indonesia,Gondanglegi,50.0,1.0,29.0,0.0,50,-8.1768283,112.6375967,0
Indonesia,Magelang,60.0,1.0,32.0,0.0,60,-7.4770747,110.2182164,0
Philippines,Pangil,51.0,1.0,26.0,2.0,51,14.4029123,121.4677652,0
Indonesia,Bambanglipuro,37.0,1.0,24.0,0.0,37,-7.93027285,110.32991404760689,0
Malaysia,Bidor,51.0,1.0,43.0,0.0,51,4.1138861,101.2883647,0
Myanmar,Myitkyina,48.0,1.0,27.0,0.0,48,25.3833313,97.3999925,0
Philippines,Masinloc,62.0,0.0,25.0,0.0,62,15.5386413,119.9496856,0
Philippines,Tubigon,66.0,1.0,20.0,0.0,66,9.9515287,123.9618897,0
Philippines,Wao,30.0,1.0,20.0,0.0,30,7.6382215,124.7241605,0
Thailand,Nong Khae,63.0,1.0,29.0,1.0,63,14.3360152,100.8714868,0
Philippines,Canlaon,44.0,1.0,17.0,0.0,44,10.386953,123.2186238,0
Myanmar,Bogale,34.0,0.0,24.0,0.0,34,16.2905973,95.3968502,0
Philippines,General Mamerto Natividad,95.0,1.0,31.0,1.0,95,15.6030982,121.0508107,0
Indonesia,Jember,46.0,1.0,27.0,0.0,46,-8.1688563,113.7021772,0
Philippines,Hinatuan,33.0,1.0,18.0,0.0,33,8.3656147,126.3358067,0
Cambodia,Phnum Penh,37.0,0.0,18.0,0.0,37,11.568271,104.9224426,0
Philippines,Santa Elena,30.0,1.0,30.0,0.0,27,14.1799094,122.3923266,0
Philippines,Morong,53.0,1.0,25.0,1.0,53,14.5151374,121.2380858,0
Thailand,Nan,38.0,0.0,23.0,0.0,38,18.7544594,100.624804,0
Malaysia,Tampin,64.0,1.0,37.0,0.0,64,2.4721537,102.2323504,0
Thailand,Thanyaburi,64.0,1.0,29.0,1.0,64,14.0201469,100.7345277,0
Indonesia,Wates,73.0,1.0,39.0,0.0,73,-7.88590185,110.14075199888796,0
Philippines,Vallehermoso,51.0,1.0,22.0,0.0,51,10.3354066,123.3266886,0
Indonesia,Lumajang,42.0,1.0,26.0,0.0,42,-8.135205,113.2244162,0
Malaysia,Klang,57.0,1.0,34.0,1.0,57,3.083333,101.416667,0
Malaysia,Kapit,38.0,2.0,14.0,0.0,38,2.0139027,112.9356766,0
Malaysia,Keningau,55.0,1.0,23.0,0.0,55,5.3316751,116.1523241,0
Thailand,Sadao,58.0,1.0,28.0,0.0,58,6.6364252,100.4213368,0
Myanmar,Shwebo,58.0,1.0,11.0,2.0,58,22.5666618,95.6999989,0
Philippines,Veruela,54.0,1.0,18.0,0.0,54,8.0710344,125.9540733,0
Thailand,Surat Thani,33.0,0.0,17.0,0.0,33,9.4674663,98.830042,0
Philippines,Binalbagan,75.0,1.0,18.0,0.0,75,10.1940763,122.8644542,0
Philippines,Angat,73.0,1.0,23.0,1.0,73,14.927794,121.02914,0
Philippines,Tiwi,62.0,1.0,23.0,0.0,62,13.4569196,123.6796912,0
Myanmar,Wakema,56.0,0.0,22.0,0.0,56,16.6044622,95.1777138,0
Thailand,Wang Saphung,43.0,0.0,23.0,0.0,43,17.299909,101.7679902,0
Thailand,Yang Talat,46.0,0.0,29.0,0.0,46,16.4003186,103.3703038,0
Thailand,Lop Buri,47.0,1.0,28.0,0.0,47,15.026458,100.8089178,0
Philippines,Lumban,57.0,1.0,25.0,2.0,57,14.2974791,121.4590515,0
Philippines,Manggahan,46.0,1.0,26.0,1.0,46,13.8458218,120.9641787,0
Philippines,Maragondon,30.0,1.0,27.0,1.0,30,14.2741589,120.7350728,0
Malaysia,Tapah,51.0,1.0,42.0,0.0,51,4.1990915,101.2599231,0
Indonesia,Singaraja,48.0,1.0,30.0,0.0,48,-8.1133599,115.0839326,0
Thailand,Den Chai,25.0,0.0,22.0,0.0,25,17.9805247,100.0462183,0
Philippines,Amadeo,40.0,0.0,26.0,0.0,40,14.1698511,120.9217943,0
Thailand,Bang Rakam,92.0,0.0,25.0,0.0,92,16.7562262,100.1171684,0
Philippines,Bigaa,53.0,1.0,24.0,0.0,53,13.5934601,124.1930419,0
Thailand,Chum Phae,43.0,0.0,25.0,0.0,43,16.5400365,102.102223,0
Philippines,Bongabon,75.0,1.0,29.0,0.0,75,15.6321627,121.1459259,0
Indonesia,Besuki,58.0,1.0,37.0,0.0,58,-7.7343144,113.6902407,0
Philippines,Telabastagan,71.0,1.0,23.0,1.0,71,15.1142829,120.6088717,0
Thailand,Thap Khlo,50.0,0.0,21.0,0.0,50,16.1678758,100.5786712,0
Indonesia,Ruteng,24.0,1.0,24.0,0.0,19,-8.6110678,120.4645903,0
Thailand,Thoen,39.0,1.0,9.0,1.0,39,17.6052497,99.2094712,0
Malaysia,Bukit Bakri,77.0,1.0,32.0,0.0,77,2.0424892,102.6539628,0
Malaysia,Kuantan,86.0,1.0,38.0,0.0,86,3.7985637,103.32199,0
Philippines,Cagayan De Oro,39.0,1.0,20.0,0.0,39,8.4756417,124.6421532,0
Thailand,Chiang Klang,29.0,0.0,29.0,0.0,29,19.2847032,100.862686,0
Philippines,Amungan,67.0,0.0,25.0,0.0,67,15.3640993,119.958491,0
Indonesia,Kadipaten,63.0,1.0,37.0,0.0,63,-7.80783795,110.35918707346804,0
Thailand,Nakhon Ratchasima,36.0,0.0,25.0,0.0,36,15.2241917,101.9313754,0
Thailand,Bang Mun Nak,22.0,0.0,22.0,0.0,22,16.0285797,100.381161,0
Philippines,Bantay,34.0,0.0,26.0,0.0,34,17.5820178,120.3896288,0
Indonesia,Bandar,51.0,1.0,22.0,0.0,51,-7.9921194,111.2644565,0
Indonesia,Kedungwaru,51.0,1.0,30.0,0.0,51,-7.0070188,111.2132382,0
Philippines,Dasmarinas,54.0,1.0,24.0,1.0,54,14.3270819,120.9370871,0
Philippines,Tuguegarao,39.0,1.0,31.0,0.0,39,17.6118858,121.7300377,0
Myanmar,Pathein,30.0,1.0,26.0,0.0,30,16.783333,94.733333,0
Thailand,Taphan Hin,53.0,0.0,21.0,0.0,53,16.2207012,100.424099,0
Indonesia,Magetan,42.0,1.0,26.0,0.0,42,-7.6542489,111.33605653488618,0
Thailand,Kantang,56.0,1.0,27.0,0.0,56,7.4109021,99.5145938,0
Philippines,Hermosa,54.0,1.0,26.0,1.0,54,14.8302478,120.5086406,0
Indonesia,Singaparna,52.0,1.0,29.0,0.0,52,-7.3499098,108.1107502,0
Philippines,Manaoag,84.0,1.0,26.0,1.0,84,16.0230869,120.49480877161355,0
Philippines,Montevista,31.0,1.0,16.0,0.0,31,7.7030449,125.9879183,0
Thailand,Na Wa,56.0,1.0,30.0,0.0,56,17.4836157,104.0973501,0
Malaysia,Pulau Sebang,63.0,2.0,32.0,0.0,63,2.4494099,102.2326551,0
Thailand,Sai Buri,60.0,1.0,34.0,0.0,60,6.7039359,101.6213564,0
Indonesia,Bireun,74.0,1.0,31.0,0.0,74,5.2056495,96.70252045000001,0
Thailand,Si Bun Ruang,31.0,0.0,25.0,0.0,31,18.9070023,98.9498637,0
Philippines,Kalilangan,43.0,1.0,20.0,0.0,43,7.7469953,124.7469234,0
Philippines,Kiamba,16.0,0.0,16.0,0.0,13,5.9879555,124.6241575,0
Thailand,Kaset Sombun,34.0,1.0,22.0,0.0,34,16.2798509,101.9526501,0
Thailand,Krathum Baen,54.0,1.0,24.0,0.0,54,13.6553127,100.2670884,0
Indonesia,Mundu,55.0,1.0,41.0,0.0,55,-7.5970714,110.5602299,0
Myanmar,Pyu,42.0,0.0,22.0,0.0,42,18.483333,96.433333,0
Philippines,Apalit,60.0,1.0,24.0,1.0,60,14.9494832,120.7588083,0
Philippines,Magallon,45.0,1.0,17.0,0.0,45,10.2624995,123.0123312,0
Thailand,Roi Et,47.0,0.0,30.0,0.0,47,15.7486448,103.7013017,0
Thailand,Pak Kret,57.0,1.0,27.0,1.0,57,13.9120701,100.4974327,0
Indonesia,Ponorogo,42.0,1.0,26.0,0.0,42,-7.97122665,111.49889293326967,0
Myanmar,Meiktila,31.0,1.0,27.0,0.0,31,20.8814233,95.8619463,0
Indonesia,Baki,60.0,1.0,33.0,0.0,60,-7.6110368,110.7836652,0
Thailand,Rayong,53.0,0.0,15.0,2.5,53,12.7943716,101.3705344,0
Thailand,Bang Saphan,19.0,1.0,16.0,0.0,19,11.2095023,99.5113754,0
Thailand,Trang,56.0,1.0,27.0,0.0,56,7.5892935,99.5032004,0
Myanmar,Twante,58.0,0.0,23.0,0.0,58,16.716667,95.933333,0
Thailand,Uthai Thani,43.0,0.0,20.0,0.0,43,15.3912084,99.4560531,0
Philippines,Goa,48.0,0.0,25.0,0.0,48,13.6973443,123.4885073,0
Philippines,Baao,48.0,0.0,25.0,0.0,48,13.4531948,123.3663867,0
Philippines,Bacoor,52.0,1.0,27.0,1.0,52,14.458816,120.959579,0
Indonesia,Ngawen,60.0,1.0,33.0,0.0,60,-7.83636495,110.6832724278849,0
Philippines,Minalin,67.0,1.0,25.0,2.0,67,14.9681787,120.6849187,0
Philippines,Majayjay,51.0,0.0,24.0,1.0,51,14.1455816,121.4725083,0
Myanmar,Maubin,52.0,0.0,21.0,0.0,52,16.95681085,95.53573838553714,0
Philippines,Mati,23.0,0.0,15.0,0.0,23,6.9514062,126.2167274,0
Indonesia,Galesong,46.0,1.0,26.0,0.0,46,-5.33422455,119.37835427985154,0
Indonesia,Blitar,39.0,1.0,25.0,0.0,39,-8.0982442,112.1650769,0
Thailand,Chiang Kham,30.0,0.0,25.0,0.0,30,19.5237368,100.302163,0
Indonesia,Biak,15.0,0.0,15.0,0.0,5,-1.1836086,136.0816321,0
Philippines,Magarao,55.0,1.0,25.0,0.0,55,13.6607081,123.1851888,0
Philippines,Legaspi,70.0,1.0,22.0,1.0,70,13.1388596,123.7343104,0
Thailand,Mae Ramat,26.0,1.0,9.0,1.0,26,16.9831309,98.5187429,0
Philippines,Buru Un,53.0,1.0,20.0,0.0,53,8.1880717,124.1722156,0
Myanmar,Sagaing,26.0,1.0,26.0,0.0,24,24.4768486,95.47473996361609,0
Philippines,Dapitan,37.0,1.0,17.0,0.0,37,8.6549449,123.4243754,0
Thailand,Ubon Ratchathani,46.0,1.0,26.0,0.0,46,15.1879684,105.3269544,0
Philippines,Iligan,56.0,1.0,22.0,0.0,56,8.2281556,124.2411508,0
Thailand,Kuchinarai,51.0,0.0,26.0,0.0,51,16.5376796,104.0510643,0
Malaysia,Temerloh,56.0,1.0,34.0,0.0,56,3.4505423,102.4189,0
Philippines,Koronadal,31.0,1.0,17.0,0.0,31,6.5004067,124.8435427,0
Thailand,Bang Sai,56.0,0.0,24.0,0.0,56,14.3200268,100.3003691,0
Indonesia,Boyolangu,48.0,1.0,28.0,0.0,48,-8.1192548,111.8937682,0
Indonesia,Tanete,57.0,1.0,23.0,1.0,57,-3.9443472,119.7848438,0
Indonesia,Ngunut,51.0,1.0,26.0,0.0,51,-8.1016234,112.0104268,0
Thailand,Sam Roi Yot,30.0,0.0,19.0,0.0,30,12.2126233,99.8807861,0
Myanmar,Letpadan,27.0,1.0,26.0,0.0,27,17.783333,95.75,0
Malaysia,Kudat,40.0,1.0,23.0,0.0,40,6.8824598,116.8494435,0
Philippines,Trapiche,51.0,1.0,19.0,0.0,51,10.6885218,122.4484058,0
Indonesia,Muncar,37.0,1.0,24.0,0.0,37,-8.4372524,114.3401241,0
Thailand,Nong Phai,44.0,0.0,21.0,0.0,44,17.3199781,103.0848869,0
Thailand,Warin Chamrap,58.0,1.0,26.0,0.0,58,15.1984454,104.8628696,0
Philippines,Maranding,42.0,0.0,15.0,0.0,42,7.922763,123.7728268,0
Myanmar,Taungdwingyi,28.0,0.0,25.0,0.0,28,20.001873,95.546135,0
Thailand,Chiang Mai,20.0,0.0,20.0,0.0,20,18.7882778,98.9858802,0
Indonesia,Prambanan,55.0,1.0,27.0,0.0,55,-7.152447,114.3746226,0
Myanmar,Paungde,33.0,1.0,17.0,0.0,33,18.4928344,95.5071615,0
Thailand,Nakhon Si Thammarat,58.0,1.0,32.0,0.0,58,8.6772337,99.7309635,0
Indonesia,Kabanjahe,22.0,0.0,18.0,0.0,22,3.1009104,98.4891218,0
Malaysia,Sungai Besar,50.0,1.0,41.0,1.0,50,3.6777145,100.9880263,0
Philippines,Talibon,71.0,1.0,19.0,0.0,71,10.1508006,124.3269236,0
Philippines,Surigao,53.0,1.0,22.0,0.0,53,9.7905028,125.4935697,0
Indonesia,Manggar,34.0,0.0,19.0,0.0,34,-2.8672641,108.2759285,0
Philippines,Angono,63.0,1.0,23.0,1.0,63,14.5258481,121.1529683,0
Thailand,Thung Song,53.0,0.0,16.0,0.0,53,8.166657,99.6774848,0
Thailand,Kanchanaburi,40.0,0.0,19.0,0.0,40,14.44019,99.2676727,0
Indonesia,Tabanan,39.0,1.0,24.0,0.0,39,-8.43958865,115.07186662118337,0
Philippines,Calamba,54.0,1.0,24.0,1.0,54,14.2060217,121.1556496,0
Indonesia,Pakisaji,23.0,0.0,22.0,0.0,23,-8.063178,112.6002477,0
Indonesia,Bantul,46.0,1.0,25.0,0.0,46,-7.8877454,110.3274139,0
Malaysia,Sibu,61.0,3.0,21.0,0.0,61,2.29220955,111.87658661205317,0
Indonesia,Curup,69.0,1.0,29.0,0.0,69,-3.3354163,104.1518866,0
Indonesia,Kencong,54.0,1.0,32.0,0.0,54,-8.2738223,113.3685667,0
Indonesia,Palu,50.0,1.0,7.0,1.0,50,-0.9051548,119.8722373,0
Malaysia,Jertih,66.0,1.0,33.0,0.0,66,5.7381427,102.4971539,0
Malaysia,Batu Berendam,65.0,2.0,30.0,0.0,65,2.2507491,102.2542092,0
Thailand,Ban Chang,52.0,0.0,22.0,1.0,52,14.0275998,100.5074786,0
Malaysia,Kulim,61.0,1.0,43.0,0.0,61,5.3663769,100.5525705,0
Indonesia,Makasar,67.0,2.0,25.0,1.0,67,-5.1342962,119.4124282,0
Thailand,Phra Pradaeng,70.0,1.0,24.0,1.0,70,13.6591779,100.5338323,0
Philippines,Guiguinto,71.0,1.0,24.0,1.0,71,14.828214,120.878786,0
Indonesia,Katobu,22.0,0.0,18.0,0.0,22,-4.9408066,122.5275567,0
Philippines,Pasacao,53.0,1.0,23.0,0.0,53,13.5102072,123.0411504,0
Indonesia,Klungkung,33.0,1.0,25.0,0.0,33,-8.107837,113.6768567,0
Malaysia,Kuching,46.0,1.0,16.0,0.0,46,1.5574127,110.3439862,0
Philippines,Balagtas,71.0,1.0,24.0,1.0,71,14.8177664,120.9083864,0
Philippines,San Narciso,69.0,0.0,25.0,0.0,69,15.0155166,120.0793689,0
Thailand,Ban Pong,39.0,0.0,23.0,0.0,39,19.3749745,99.1761264,0
Philippines,Agoo,54.0,0.0,24.0,1.0,54,16.3223973,120.3670036,0
Philippines,Guihing,48.0,1.0,18.0,0.0,48,6.6839459,125.3487922,0
Indonesia,Solok,61.0,1.0,32.0,0.0,61,-0.93223105,100.80384988763592,0
Malaysia,Segamat,70.0,1.0,41.0,0.0,70,2.5004914,102.8156547,0
Myanmar,Thongwa,38.0,0.0,25.0,0.0,38,16.7608437,96.5237188,0
Thailand,Pran Buri,35.0,0.0,18.0,0.0,35,12.3764448,99.9261691,0
Philippines,San Nicolas,62.0,1.0,23.0,1.0,62,16.0703505,120.7624714,0
Thailand,Sawankhalok,73.0,0.0,23.0,0.0,73,17.3146749,99.8323192,0
Indonesia,Payakumbuh,61.0,1.0,25.0,0.0,61,-0.2242687,100.6319419,0
Thailand,Selaphum,50.0,1.0,28.0,0.0,50,16.0305888,103.9386585,0
Thailand,Phak Hai,54.0,1.0,25.0,1.0,54,14.4582673,100.3693831,0
Thailand,Phanat Nikhom,53.0,1.0,18.0,1.0,53,13.4495893,101.1808862,0
Philippines,Guiljungan,50.0,1.0,16.0,0.0,50,9.9805895,122.6740598,0
Malaysia,Alor Setar,55.0,1.0,35.0,0.0,55,6.1231908,100.3683962,0
Philippines,Iriga,58.0,1.0,26.0,0.0,58,13.4222626,123.4129406,0
Philippines,Mamburao,34.0,1.0,18.0,0.0,34,13.2248292,120.5960338,0
Philippines,Mankayan,31.0,1.0,21.0,2.5,31,16.8572492,120.7941421,0
Philippines,Panacan,14.0,1.0,14.0,0.0,10,9.2464008,118.4090357,0
Philippines,Tanauan,63.0,1.0,23.0,0.0,63,14.0853283,121.1528222,0
Indonesia,Tasikmalaya,56.0,1.0,27.0,0.0,56,-7.3262484,108.2201154,0
Myanmar,Thayetmyo,37.0,0.0,25.0,0.0,37,19.3255626,95.1684146,0
Thailand,Prachuap Khiri Khan,28.0,0.0,17.0,0.0,28,11.8057688,99.7967271,0
Philippines,Pililla,50.0,1.0,26.0,1.0,50,14.4811791,121.3075948,0
Thailand,Chon Buri,51.0,0.0,21.0,0.0,51,13.1857117,101.1210777,0
Malaysia,Mersing,63.0,1.0,36.0,0.0,63,2.4298532,103.835494,0
Myanmar,Mogok,22.0,0.0,22.0,0.0,16,22.9228176,96.5054827,0
Philippines,Kabacan,63.0,1.0,28.0,0.0,63,7.1092306,124.8244964,0
Philippines,Tuyom,40.0,1.0,17.0,0.0,40,9.9766201,122.5591367,0
Indonesia,Astanajapura,61.0,1.0,36.0,0.0,61,-6.7903546,108.6193921,0
Indonesia,Trucuk,66.0,1.0,35.0,1.0,66,-7.12151435,111.84440058118365,0
Myanmar,Chauk,23.0,0.0,23.0,0.0,18,20.8947519,94.8198211,0
Thailand,Chom Bung,22.0,0.0,22.0,0.0,22,16.3902255,104.1411213,0
Indonesia,Poso,23.0,1.0,11.0,0.0,23,-1.6568513,120.5421575,0
Philippines,Biao,35.0,1.0,16.0,0.0,35,6.3862395,125.4699665,0
Indonesia,Cibeureum,63.0,1.0,40.0,0.0,63,-6.7868216,107.0769535,0
Indonesia,Pandak,56.0,1.0,34.0,0.0,56,-7.3891867,110.9931511,0
Indonesia,Panji,52.0,1.0,32.0,0.0,52,-7.6975156,114.0305382,0
